Code,Gender,Customer Type,Age,State,Type of Travel,Class,Flight Distance,Departure Delay in Minutes,Arrival Delay in Minutes,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Food and drink,Seat comfort,Inflight entertainment,Baggage handling,Checkin service,Inflight service,Cleanliness,satisfaction,Delay
BD77806355,Female,Loyal Customer,33.0,CO,Business travel,Business,1763.0,0.0,0.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,satisfied,No
VY64568066,Female,Loyal Customer,64.0,NJ,Personal Travel,Eco Plus,456.0,23.0,32.5,1.0,4.0,1.0,1.0,5.0,4.0,0.0,5.0,4.0,2.0,neutral or dissatisfied,Yes
UM41834007,Male,Loyal Customer,55.0,NV,Business travel,Business,320.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,1.0,2.0,2.0,1.0,satisfied,No
CS22647985,Male,Loyal Customer,41.0,NJ,Business travel,Business,1919.0,0.0,20.0,2.0,2.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,satisfied,No
LL82186180,Male,Disloyal Customer,24.0,MN,Business travel,Eco,391.0,0.0,2.0,4.0,0.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,satisfied,No
MM73169696,Male,Loyal Customer,55.0,NJ,Personal Travel,Eco,989.0,13.0,14.0,1.0,2.0,1.0,4.0,4.0,4.0,2.0,3.0,2.0,4.0,neutral or dissatisfied,No
KL77566901,Male,Disloyal Customer,22.0,GA,Business travel,Eco,157.0,28.0,32.5,3.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,neutral or dissatisfied,Yes
GH30661204,Male,Disloyal Customer,34.0,NJ,Business travel,Business,261.0,0.0,0.0,2.0,2.0,2.0,1.0,5.0,5.0,0.0,3.0,5.0,5.0,neutral or dissatisfied,No
OZ11263915,Female,Loyal Customer,37.0,NJ,Personal Travel,Eco Plus,1005.0,30.0,32.5,1.0,4.0,1.0,3.0,3.0,3.0,2.0,5.0,3.0,3.0,neutral or dissatisfied,Yes
ZJ29905538,Female,Loyal Customer,16.0,NJ,Personal Travel,Eco,587.0,7.0,0.0,2.0,4.0,2.0,3.0,3.0,3.0,1.0,3.0,5.0,3.0,neutral or dissatisfied,No
NS59405967,Female,Loyal Customer,15.0,MI,Business travel,Eco,544.0,15.0,32.5,4.0,3.0,3.0,4.0,4.0,4.0,0.0,3.0,4.0,4.0,neutral or dissatisfied,Yes
LH28542882,Female,Loyal Customer,63.0,NC,Personal Travel,Eco,509.0,1.0,0.0,3.0,4.0,3.0,4.0,5.0,3.0,3.0,4.0,3.0,5.0,neutral or dissatisfied,No
PJ79923477,Male,Loyal Customer,44.0,NJ,Business travel,Business,223.0,0.0,0.0,3.0,3.0,3.0,5.0,4.0,4.0,5.0,5.0,4.0,3.0,satisfied,No
WK85428687,Female,Loyal Customer,37.0,NJ,Business travel,Business,110.0,0.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,neutral or dissatisfied,No
UU40244143,Female,Loyal Customer,44.0,NJ,Business travel,Business,1400.0,0.0,0.0,1.0,1.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,satisfied,No
MD05659297,Female,Loyal Customer,8.0,NJ,Personal Travel,Eco,135.0,8.0,0.0,2.0,0.0,2.0,3.0,3.0,3.0,0.0,3.0,4.0,3.0,neutral or dissatisfied,No
CS63423706,Female,Loyal Customer,30.0,CO,Business travel,Business,1874.0,0.0,0.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,satisfied,No
NL55377810,Male,Loyal Customer,42.0,NJ,Business travel,Business,308.0,18.0,25.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,3.0,1.0,4.0,neutral or dissatisfied,Yes
RN78865867,Male,Loyal Customer,65.0,NJ,Personal Travel,Eco,601.0,0.0,0.0,2.0,2.0,1.0,3.0,3.0,3.0,0.0,2.0,4.0,3.0,neutral or dissatisfied,No
JH39611394,Male,Disloyal Customer,25.0,NJ,Business travel,Business,1190.0,30.0,17.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,satisfied,Yes
SY40614251,Male,Loyal Customer,43.0,LA,Business travel,Business,2987.0,0.0,0.0,2.0,2.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,satisfied,No
JJ76802448,Male,Loyal Customer,20.0,NJ,Business travel,Eco,157.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,satisfied,No
CE29842263,Male,Loyal Customer,32.0,MO,Business travel,Eco,862.0,30.0,32.5,4.0,5.0,1.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,neutral or dissatisfied,Yes
SV27385950,Female,Loyal Customer,21.0,MN,Personal Travel,Eco,594.0,6.0,27.0,2.0,3.0,2.0,3.0,3.0,3.0,0.0,3.0,2.0,3.0,neutral or dissatisfied,No
QI41503304,Female,Loyal Customer,41.0,MO,Business travel,Business,3188.0,0.0,2.0,5.0,5.0,5.0,3.0,2.0,4.0,4.0,2.0,4.0,1.0,satisfied,No
JR04739627,Male,Disloyal Customer,32.0,VA,Business travel,Eco,209.0,0.0,0.0,2.0,5.0,2.0,4.0,4.0,4.0,3.0,1.0,3.0,4.0,neutral or dissatisfied,No
TJ79452421,Female,Loyal Customer,54.0,PA,Business travel,Eco,1744.0,16.0,19.0,2.0,4.0,4.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,neutral or dissatisfied,Yes
MJ33266243,Male,Disloyal Customer,55.0,CT,Business travel,Eco,150.0,9.0,10.0,4.0,0.0,3.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,neutral or dissatisfied,No
HE79815552,Female,Disloyal Customer,54.0,VA,Business travel,Eco,1369.0,0.0,0.0,4.0,4.0,4.0,3.0,3.0,3.0,0.0,2.0,4.0,3.0,neutral or dissatisfied,No
IL90342020,Female,Disloyal Customer,18.0,AL,Business travel,Eco,1119.0,0.0,0.0,2.0,1.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,neutral or dissatisfied,No
BS15853011,Male,Loyal Customer,16.0,GA,Personal Travel,Eco Plus,280.0,0.0,0.0,4.0,4.0,3.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,neutral or dissatisfied,No
JE32587965,Male,Loyal Customer,25.0,WV,Business travel,Business,2829.0,23.0,24.0,1.0,3.0,1.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,satisfied,Yes
NB82791946,Male,Loyal Customer,32.0,GA,Personal Travel,Eco,589.0,30.0,32.5,1.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,neutral or dissatisfied,Yes
SW92913054,Male,Disloyal Customer,38.0,PA,Business travel,Eco,164.0,0.0,0.0,5.0,3.0,5.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,satisfied,No
CE80679552,Female,Loyal Customer,53.0,NJ,Personal Travel,Eco,116.0,30.0,32.5,2.0,3.0,2.0,3.0,2.0,5.0,1.0,2.0,5.0,4.0,neutral or dissatisfied,Yes
JE51939444,Male,Loyal Customer,42.0,NJ,Business travel,Business,2305.0,0.0,0.0,4.0,2.0,2.0,3.0,3.0,4.0,0.0,1.0,4.0,1.0,neutral or dissatisfied,No
EY55703400,Female,Loyal Customer,55.0,NJ,Business travel,Business,1562.0,0.0,0.0,1.0,1.0,1.0,2.0,4.0,5.0,5.0,4.0,5.0,4.0,satisfied,No
QG16430568,Female,Disloyal Customer,48.0,NJ,Business travel,Eco,1036.0,4.0,0.0,2.0,2.0,2.0,3.0,3.0,3.0,0.0,3.0,4.0,3.0,neutral or dissatisfied,No
BS21864813,Female,Loyal Customer,56.0,NM,Business travel,Business,337.0,6.0,3.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,satisfied,No
BM60657831,Male,Loyal Customer,65.0,MD,Personal Travel,Eco,1660.0,0.0,0.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,1.0,4.0,3.0,neutral or dissatisfied,No
QU32932060,Female,Loyal Customer,60.0,NJ,Business travel,Business,352.0,18.0,8.0,4.0,3.0,3.0,3.0,2.0,4.0,0.0,3.0,4.0,4.0,neutral or dissatisfied,Yes
EH31095973,Female,Disloyal Customer,25.0,NJ,Business travel,Eco,212.0,30.0,32.5,4.0,2.0,5.0,4.0,1.0,4.0,3.0,3.0,3.0,4.0,neutral or dissatisfied,Yes
HD10956789,Male,Loyal Customer,41.0,PA,Business travel,Business,247.0,3.0,5.0,0.0,0.0,0.0,4.0,4.0,5.0,1.0,4.0,5.0,4.0,satisfied,No
JQ69652211,Male,Loyal Customer,22.0,NJ,Business travel,Eco,721.0,4.0,0.0,5.0,3.0,5.0,5.0,4.0,5.0,3.0,2.0,2.0,5.0,satisfied,No
NV75663858,Female,Loyal Customer,34.0,AR,Personal Travel,Eco,834.0,0.0,0.0,3.0,2.0,3.0,1.0,1.0,1.0,3.0,2.0,4.0,1.0,neutral or dissatisfied,No
DX69494171,Female,Loyal Customer,38.0,NJ,Business travel,Eco,473.0,0.0,5.0,1.0,4.0,4.0,1.0,1.0,1.0,3.0,3.0,4.0,1.0,neutral or dissatisfied,No
LT97407311,Female,Loyal Customer,15.0,WA,Business travel,Eco,189.0,0.0,0.0,1.0,5.0,5.0,1.0,2.0,1.0,0.0,4.0,4.0,1.0,neutral or dissatisfied,No
YJ67373776,Male,Loyal Customer,31.0,NJ,Business travel,Business,2711.0,12.0,0.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,4.0,3.0,1.0,neutral or dissatisfied,No
TS62688592,Female,Disloyal Customer,42.0,VA,Business travel,Eco,370.0,0.0,0.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,neutral or dissatisfied,No
NO89277280,Female,Loyal Customer,9.0,NC,Business travel,Eco,645.0,3.0,16.0,4.0,4.0,2.0,4.0,1.0,4.0,2.0,3.0,3.0,4.0,neutral or dissatisfied,No
QJ33611663,Female,Loyal Customer,40.0,NJ,Business travel,Business,2026.0,0.0,0.0,1.0,1.0,1.0,3.0,5.0,4.0,4.0,3.0,4.0,3.0,satisfied,No
UO07995332,Male,Loyal Customer,50.0,IN,Personal Travel,Eco,325.0,30.0,32.5,3.0,5.0,3.0,1.0,5.0,5.0,1.0,2.0,5.0,5.0,neutral or dissatisfied,Yes
IP93636164,Male,Loyal Customer,46.0,NJ,Business travel,Business,163.0,0.0,0.0,2.0,1.0,4.0,2.0,3.0,3.0,2.0,2.0,3.0,4.0,neutral or dissatisfied,No
BR23079059,Male,Loyal Customer,43.0,NJ,Business travel,Business,2373.0,0.0,4.0,0.0,4.0,1.0,5.0,5.0,2.0,2.0,3.0,2.0,4.0,satisfied,No
SY15969996,Female,Disloyal Customer,29.0,VA,Business travel,Eco,696.0,0.0,0.0,4.0,5.0,5.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,neutral or dissatisfied,No
VY46415839,Male,Disloyal Customer,36.0,NJ,Business travel,Eco,954.0,0.0,5.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,neutral or dissatisfied,No
BM87654604,Male,Loyal Customer,45.0,NJ,Business travel,Business,3739.0,17.0,7.0,1.0,1.0,1.0,2.0,4.0,4.0,4.0,5.0,4.0,4.0,satisfied,Yes
HD49265898,Male,Loyal Customer,57.0,NJ,Business travel,Business,3242.0,0.0,0.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,2.0,5.0,3.0,satisfied,No
ED32219823,Female,Loyal Customer,37.0,MD,Personal Travel,Eco,704.0,30.0,32.5,2.0,5.0,1.0,1.0,2.0,3.0,0.0,2.0,4.0,2.0,neutral or dissatisfied,Yes
EF43344324,Male,Loyal Customer,37.0,NJ,Personal Travel,Eco Plus,228.0,9.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,0.0,2.0,3.0,4.0,neutral or dissatisfied,No
PA37987563,Male,Loyal Customer,27.0,NJ,Personal Travel,Business,1009.0,0.0,0.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,neutral or dissatisfied,No
ZX42413624,Female,Disloyal Customer,23.0,NJ,Business travel,Business,369.0,30.0,32.5,4.0,5.0,5.0,2.0,2.0,2.0,4.0,5.0,4.0,2.0,satisfied,Yes
VC24377809,Female,Disloyal Customer,32.0,NJ,Business travel,Eco Plus,413.0,0.0,0.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,5.0,2.0,neutral or dissatisfied,No
KP25708430,Male,Loyal Customer,42.0,WA,Business travel,Eco,1739.0,30.0,32.5,3.0,3.0,5.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,neutral or dissatisfied,Yes
JM28945858,Female,Loyal Customer,40.0,NJ,Business travel,Business,312.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,1.0,4.0,1.0,5.0,satisfied,No
WF76382514,Male,Loyal Customer,27.0,CO,Business travel,Business,542.0,0.0,0.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,satisfied,No
YM45032597,Female,Loyal Customer,51.0,NJ,Personal Travel,Business,1440.0,30.0,32.5,2.0,4.0,2.0,2.0,2.0,5.0,0.0,2.0,4.0,2.0,neutral or dissatisfied,Yes
TA24879356,Female,Loyal Customer,31.0,NJ,Business travel,Business,2254.0,0.0,0.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,4.0,3.0,1.0,neutral or dissatisfied,No
CN18906016,Male,Loyal Customer,60.0,NJ,Business travel,Business,364.0,0.0,0.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,satisfied,No
XN55188472,Male,Loyal Customer,53.0,NJ,Business travel,Business,3739.0,0.0,0.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,satisfied,No
QR50004830,Female,Loyal Customer,56.0,NJ,Business travel,Business,2917.0,0.0,0.0,3.0,3.0,3.0,4.0,3.0,4.0,5.0,3.0,4.0,3.0,satisfied,No
JL94931604,Male,Loyal Customer,45.0,VA,Personal Travel,Eco,226.0,22.0,32.5,1.0,4.0,0.0,3.0,3.0,3.0,1.0,5.0,4.0,3.0,neutral or dissatisfied,Yes
FP32882925,Male,Loyal Customer,18.0,OH,Personal Travel,Eco,936.0,0.0,0.0,2.0,5.0,2.0,4.0,4.0,4.0,0.0,3.0,4.0,4.0,neutral or dissatisfied,No
NH54651236,Female,Loyal Customer,22.0,NJ,Business travel,Business,599.0,4.0,7.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,neutral or dissatisfied,No
VB17320722,Female,Disloyal Customer,43.0,NJ,Business travel,Eco,266.0,0.0,0.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,4.0,3.0,neutral or dissatisfied,No
RY68173099,Female,Loyal Customer,9.0,NJ,Personal Travel,Eco,918.0,0.0,0.0,1.0,4.0,1.0,1.0,5.0,5.0,0.0,3.0,4.0,5.0,neutral or dissatisfied,No
XK75684449,Female,Loyal Customer,53.0,MD,Business travel,Eco,719.0,0.0,0.0,3.0,3.0,3.0,1.0,3.0,4.0,0.0,1.0,4.0,3.0,neutral or dissatisfied,No
MR79696928,Male,Disloyal Customer,22.0,NJ,Business travel,Business,316.0,0.0,0.0,4.0,0.0,3.0,2.0,2.0,2.0,4.0,5.0,5.0,2.0,satisfied,No
TP85616307,Male,Loyal Customer,45.0,NJ,Business travel,Business,691.0,0.0,5.0,2.0,4.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,neutral or dissatisfied,No
GJ88747123,Female,Disloyal Customer,12.0,NJ,Business travel,Eco,846.0,15.0,22.0,2.0,2.0,2.0,3.0,3.0,3.0,0.0,2.0,3.0,3.0,neutral or dissatisfied,Yes
UU12907843,Female,Loyal Customer,52.0,NJ,Personal Travel,Eco,1121.0,14.0,14.0,3.0,5.0,3.0,1.0,5.0,1.0,1.0,4.0,1.0,3.0,neutral or dissatisfied,No
TC45523473,Female,Loyal Customer,20.0,NJ,Business travel,Eco Plus,590.0,30.0,13.0,0.0,5.0,1.0,4.0,4.0,4.0,4.0,1.0,2.0,4.0,satisfied,Yes
NR14021680,Female,Loyal Customer,16.0,UT,Personal Travel,Eco,135.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,2.0,2.0,4.0,5.0,2.0,neutral or dissatisfied,No
RB08911969,Female,Disloyal Customer,27.0,CO,Business travel,Business,1590.0,0.0,0.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,3.0,5.0,2.0,neutral or dissatisfied,No
HF86346900,Female,Loyal Customer,49.0,CO,Business travel,Business,3739.0,0.0,0.0,3.0,3.0,3.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,satisfied,No
GK32727692,Male,Loyal Customer,66.0,NJ,Personal Travel,Eco,1325.0,30.0,32.5,2.0,3.0,2.0,2.0,2.0,1.0,0.0,2.0,1.0,2.0,neutral or dissatisfied,Yes
OT34429446,Male,Loyal Customer,53.0,MD,Business travel,Business,280.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,satisfied,No
AO97929115,Female,Disloyal Customer,23.0,MO,Business travel,Eco,567.0,0.0,0.0,3.0,1.0,3.0,2.0,2.0,2.0,0.0,1.0,3.0,2.0,neutral or dissatisfied,No
AZ51578466,Male,Disloyal Customer,30.0,WA,Business travel,Eco Plus,507.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,4.0,1.0,neutral or dissatisfied,No
PO34166147,Female,Loyal Customer,49.0,NJ,Business travel,Business,1609.0,7.0,0.0,4.0,4.0,4.0,2.0,5.0,2.0,2.0,5.0,2.0,5.0,satisfied,No
RC47649348,Female,Loyal Customer,42.0,MN,Personal Travel,Eco,991.0,30.0,32.5,3.0,4.0,3.0,3.0,2.0,3.0,1.0,2.0,4.0,2.0,neutral or dissatisfied,Yes
DD96200182,Female,Loyal Customer,41.0,VA,Business travel,Business,515.0,11.0,25.0,5.0,5.0,5.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,satisfied,No
BH53900751,Male,Loyal Customer,59.0,NC,Personal Travel,Eco,522.0,5.0,0.0,3.0,5.0,3.0,3.0,3.0,3.0,0.0,3.0,5.0,3.0,neutral or dissatisfied,No
OY84293965,Female,Loyal Customer,47.0,NJ,Personal Travel,Eco,1986.0,30.0,15.0,2.0,4.0,2.0,2.0,4.0,5.0,1.0,3.0,5.0,2.0,neutral or dissatisfied,Yes
DM60454818,Female,Loyal Customer,45.0,NJ,Business travel,Business,2704.0,0.0,3.0,1.0,1.0,4.0,1.0,2.0,4.0,4.0,1.0,4.0,1.0,satisfied,No
JR43108574,Female,Loyal Customer,46.0,NC,Business travel,Business,1618.0,0.0,21.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,satisfied,No
DQ24126688,Female,Loyal Customer,38.0,MD,Business travel,Business,224.0,0.0,8.0,2.0,2.0,2.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,satisfied,No
UL97231919,Male,Disloyal Customer,24.0,NJ,Business travel,Eco,290.0,0.0,0.0,3.0,0.0,3.0,3.0,5.0,3.0,0.0,5.0,4.0,3.0,neutral or dissatisfied,No
VG36677754,Female,Loyal Customer,17.0,NJ,Personal Travel,Eco,216.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,3.0,5.0,1.0,neutral or dissatisfied,No
QS78608765,Female,Loyal Customer,59.0,NV,Business travel,Business,2567.0,5.0,0.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,satisfied,No
KR59069021,Female,Disloyal Customer,28.0,MD,Business travel,Eco,954.0,0.0,0.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,neutral or dissatisfied,No
DZ67734506,Male,Loyal Customer,48.0,NJ,Business travel,Business,551.0,0.0,0.0,3.0,3.0,2.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,satisfied,No
RM33469670,Female,Loyal Customer,61.0,OR,Business travel,Business,1744.0,0.0,0.0,1.0,1.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,satisfied,No
PW84168090,Female,Loyal Customer,54.0,UT,Business travel,Business,2734.0,0.0,0.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,satisfied,No
WY54045600,Female,Loyal Customer,58.0,NJ,Business travel,Business,1371.0,11.0,0.0,1.0,1.0,1.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,satisfied,No
IE99892069,Male,Loyal Customer,55.0,NJ,Business travel,Business,2626.0,6.0,0.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,satisfied,No
SS64819697,Female,Loyal Customer,55.0,MO,Business travel,Business,102.0,0.0,0.0,3.0,3.0,5.0,4.0,5.0,3.0,4.0,3.0,3.0,1.0,satisfied,No
LJ90059395,Female,Loyal Customer,40.0,NJ,Business travel,Business,802.0,2.0,0.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,satisfied,No
OE36955417,Female,Disloyal Customer,45.0,MO,Business travel,Eco,345.0,30.0,32.5,1.0,2.0,1.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,neutral or dissatisfied,Yes
VU27329777,Male,Loyal Customer,43.0,NC,Business travel,Eco,86.0,0.0,0.0,4.0,1.0,1.0,4.0,4.0,4.0,1.0,3.0,3.0,4.0,satisfied,No
AJ41081514,Female,Loyal Customer,39.0,NJ,Business travel,Business,868.0,0.0,0.0,3.0,3.0,3.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,satisfied,No
MV42870880,Female,Loyal Customer,39.0,NJ,Business travel,Business,107.0,6.0,14.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,4.0,5.0,5.0,satisfied,No
CB12896652,Female,Loyal Customer,42.0,HI,Business travel,Business,1998.0,0.0,0.0,3.0,5.0,3.0,3.0,4.0,5.0,5.0,4.0,5.0,3.0,satisfied,No
CC30265122,Male,Disloyal Customer,21.0,TN,Business travel,Eco,1149.0,0.0,0.0,3.0,3.0,3.0,2.0,2.0,2.0,0.0,5.0,5.0,2.0,neutral or dissatisfied,No
NF76905536,Female,Loyal Customer,24.0,IN,Business travel,Business,73.0,26.0,20.0,2.0,4.0,4.0,3.0,2.0,3.0,0.0,1.0,3.0,3.0,neutral or dissatisfied,Yes
XW95737345,Female,Loyal Customer,69.0,MA,Personal Travel,Eco Plus,190.0,0.0,0.0,3.0,5.0,3.0,3.0,4.0,5.0,0.0,4.0,5.0,5.0,neutral or dissatisfied,No
GT64714532,Male,Loyal Customer,34.0,AL,Business travel,Eco,222.0,0.0,0.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,satisfied,No
YA84028009,Female,Loyal Customer,43.0,NC,Personal Travel,Eco,1158.0,0.0,0.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,5.0,3.0,4.0,neutral or dissatisfied,No
QW79347339,Male,Loyal Customer,44.0,NJ,Business travel,Business,1849.0,21.0,32.5,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,5.0,satisfied,Yes
QV50917160,Male,Loyal Customer,70.0,WA,Personal Travel,Eco,427.0,30.0,32.5,4.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,neutral or dissatisfied,Yes
FM03049313,Female,Loyal Customer,68.0,MD,Business travel,Eco,277.0,0.0,0.0,4.0,4.0,4.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,satisfied,No
DE25256875,Female,Loyal Customer,55.0,NJ,Business travel,Business,544.0,30.0,32.5,4.0,4.0,4.0,2.0,4.0,5.0,5.0,3.0,5.0,4.0,satisfied,Yes
PR81529980,Male,Loyal Customer,41.0,MO,Business travel,Business,2027.0,30.0,32.5,5.0,5.0,5.0,5.0,4.0,3.0,3.0,2.0,3.0,2.0,satisfied,Yes
LC49730171,Male,Loyal Customer,10.0,NJ,Business travel,Business,845.0,0.0,0.0,5.0,5.0,5.0,2.0,2.0,2.0,3.0,5.0,1.0,2.0,satisfied,No
OE03566785,Male,Loyal Customer,43.0,NJ,Business travel,Business,3528.0,30.0,32.5,3.0,4.0,4.0,2.0,3.0,3.0,0.0,3.0,2.0,3.0,neutral or dissatisfied,Yes
RY46746691,Male,Loyal Customer,33.0,NJ,Personal Travel,Eco Plus,213.0,30.0,32.5,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,neutral or dissatisfied,Yes
GY98879906,Male,Loyal Customer,44.0,AL,Business travel,Business,3162.0,0.0,0.0,3.0,3.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,satisfied,No
RN26690534,Male,Loyal Customer,24.0,NJ,Business travel,Eco,213.0,30.0,32.5,2.0,3.0,3.0,2.0,2.0,4.0,3.0,2.0,3.0,2.0,neutral or dissatisfied,Yes
TE73072733,Female,Disloyal Customer,20.0,NC,Business travel,Business,414.0,0.0,0.0,4.0,0.0,5.0,3.0,3.0,3.0,5.0,4.0,5.0,3.0,satisfied,No
PH29527204,Male,Loyal Customer,39.0,MN,Business travel,Business,326.0,9.0,16.0,5.0,5.0,5.0,3.0,1.0,3.0,3.0,2.0,3.0,1.0,satisfied,No
WA68988723,Female,Loyal Customer,56.0,NJ,Business travel,Business,452.0,21.0,21.0,2.0,4.0,4.0,1.0,4.0,2.0,2.0,2.0,2.0,1.0,neutral or dissatisfied,Yes
GC54427300,Female,Loyal Customer,44.0,NJ,Business travel,Eco,214.0,0.0,6.0,4.0,2.0,2.0,1.0,3.0,4.0,0.0,1.0,4.0,2.0,neutral or dissatisfied,No
VG86151079,Female,Loyal Customer,48.0,MI,Business travel,Business,2976.0,3.0,9.0,4.0,4.0,4.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,satisfied,No
BC05151628,Male,Loyal Customer,22.0,NM,Personal Travel,Eco,562.0,30.0,32.5,3.0,3.0,3.0,4.0,4.0,4.0,0.0,1.0,4.0,4.0,neutral or dissatisfied,Yes
HB81979247,Female,Loyal Customer,12.0,AL,Personal Travel,Eco,1846.0,0.0,0.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,neutral or dissatisfied,No
RH23931352,Female,Disloyal Customer,37.0,MO,Business travel,Eco,1050.0,6.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,neutral or dissatisfied,No
IZ20722322,Female,Loyal Customer,55.0,MO,Business travel,Business,3446.0,0.0,0.0,1.0,2.0,5.0,1.0,3.0,2.0,1.0,4.0,2.0,1.0,neutral or dissatisfied,No
IU14224970,Male,Loyal Customer,53.0,MA,Personal Travel,Business,689.0,0.0,0.0,2.0,4.0,2.0,1.0,3.0,5.0,3.0,3.0,5.0,3.0,neutral or dissatisfied,No
MZ75132418,Male,Disloyal Customer,24.0,NC,Business travel,Eco,528.0,0.0,22.0,2.0,0.0,2.0,1.0,5.0,5.0,1.0,5.0,5.0,5.0,neutral or dissatisfied,No
BF34534776,Female,Loyal Customer,42.0,NJ,Business travel,Business,3167.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,satisfied,No
ZK84251829,Female,Loyal Customer,27.0,NJ,Business travel,Business,666.0,30.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,satisfied,Yes
VO38789858,Female,Loyal Customer,70.0,UT,Personal Travel,Eco,270.0,0.0,0.0,3.0,0.0,3.0,1.0,4.0,4.0,0.0,4.0,4.0,3.0,neutral or dissatisfied,No
