Code,Gender,Customer Type,Age,State,Type of Travel,Class,Flight Distance,Departure Delay in Minutes,Arrival Delay in Minutes
QR71569772,Female,Disloyal Customer,42.0,,Business travel,Eco,1083.0,0.0,2.0
HO84623308,Female,Disloyal Customer,24.0,TN,Business travel,Eco,406.0,9.0,25.0
TK65690033,Female,Loyal Customer,14.0,GA,Personal Travel,Eco,603.0,24.0,20.0
HW96665715,Male,Loyal Customer,47.0,GA,Personal Travel,Eco,861.0,29.0,15.0
HU24113489,Male,Loyal Customer,52.0,AR,Business travel,Business,3907.0,11.0,9.0
HI49425878,Female,Loyal Customer,47.0,,Business travel,Eco,627.0,2.0,20.0
IA91867274,Male,Loyal Customer,27.0,,Personal Travel,Eco,134.0,0.0,4.0
WC38100955,Male,Loyal Customer,46.0,IN,Business travel,Eco,147.0,0.0,0.0
MX03727583,Male,Loyal Customer,61.0,,Business travel,Business,1660.0,14.0,6.0
ZF17800689,Male,Disloyal Customer,69.0,NV,Business travel,Business,222.0,0.0,1.0
VG24693009,Female,Loyal Customer,32.0,,Business travel,Business,2170.0,0.0,0.0
AZ66967991,Male,Loyal Customer,40.0,VA,Personal Travel,Eco,337.0,0.0,0.0
AY07876389,Male,Disloyal Customer,15.0,,Business travel,Eco,761.0,0.0,0.0
HO35843564,Female,Loyal Customer,23.0,OH,Personal Travel,Eco,370.0,14.0,3.0
CH98810387,Male,Loyal Customer,26.0,,Personal Travel,Eco,406.0,1.0,0.0
EW55253734,Male,Loyal Customer,59.0,,Personal Travel,Eco,212.0,2.0,0.0
VC46444932,Female,Disloyal Customer,10.0,,Business travel,Eco,516.0,11.0,18.0
WR88573042,Male,Loyal Customer,54.0,HI,Business travel,Eco,1091.0,88.0,79.0
NH91172027,Female,Disloyal Customer,37.0,OH,Business travel,Eco,323.0,0.0,8.0
JP71499364,Female,Loyal Customer,24.0,WA,Business travel,Business,1721.0,0.0,0.0
BH72166687,Male,Disloyal Customer,24.0,,Business travel,Business,1167.0,56.0,42.0
ZG50174452,Male,Loyal Customer,39.0,,Personal Travel,Eco,228.0,0.0,0.0
OI30112779,Female,Loyal Customer,44.0,,Business travel,Business,1706.0,6.0,0.0
VO19470601,Male,Loyal Customer,49.0,,Business travel,Business,3789.0,331.0,322.0
LV98754234,Female,Loyal Customer,56.0,NC,Business travel,Business,1905.0,30.0,31.0
YN62420507,Female,Loyal Customer,47.0,VA,Business travel,Business,3509.0,47.0,41.0
MX68236410,Female,Disloyal Customer,49.0,MI,Business travel,Eco,1127.0,0.0,27.0
GN83553677,Female,Loyal Customer,17.0,,Business travel,Eco Plus,781.0,0.0,0.0
MT87612119,Female,Loyal Customer,45.0,,Business travel,Business,3058.0,42.0,25.0
VU57631450,Female,Loyal Customer,17.0,,Personal Travel,Eco,580.0,0.0,0.0
UZ09844365,Male,Disloyal Customer,48.0,AL,Business travel,Business,290.0,0.0,1.0
MD70644835,Female,Loyal Customer,31.0,,Business travel,Eco Plus,819.0,0.0,0.0
ZL54783073,Male,Loyal Customer,46.0,CO,Business travel,Business,627.0,62.0,57.0
CL79229149,Male,Loyal Customer,61.0,,Personal Travel,Eco,986.0,0.0,0.0
RC86108909,Male,Loyal Customer,39.0,,Business travel,Business,3696.0,0.0,0.0
NM32506395,Female,Loyal Customer,50.0,MO,Personal Travel,Eco Plus,370.0,0.0,0.0
TO65495586,Male,Loyal Customer,46.0,GA,Business travel,Business,2645.0,0.0,0.0
SQ32866414,Female,Loyal Customer,47.0,,Business travel,Eco,692.0,22.0,19.0
SP30129592,Male,Loyal Customer,68.0,MO,Personal Travel,Eco,1121.0,142.0,146.0
CH56010071,Female,Disloyal Customer,20.0,NJ,Business travel,Business,2133.0,54.0,35.0
AG58599886,Female,Disloyal Customer,37.0,,Business travel,Eco,359.0,27.0,19.0
DI12209861,Female,Loyal Customer,52.0,,Business travel,Business,304.0,2.0,0.0
JV24642809,Female,Disloyal Customer,26.0,MA,Business travel,Business,325.0,0.0,0.0
CB94849831,Female,Loyal Customer,48.0,,Personal Travel,Eco,1547.0,0.0,0.0
XG68873398,Female,Loyal Customer,51.0,MN,Business travel,Business,2072.0,0.0,0.0
IW02146257,Male,Loyal Customer,56.0,VA,Business travel,Business,2410.0,0.0,0.0
YP43580260,Female,Loyal Customer,54.0,IN,Business travel,Business,546.0,0.0,0.0
WP67150442,Male,Loyal Customer,25.0,CT,Business travel,Eco,1723.0,7.0,0.0
TL67527514,Male,Disloyal Customer,23.0,NM,Business travel,Eco,1075.0,0.0,0.0
RX93622613,Female,Loyal Customer,27.0,CO,Business travel,Business,3225.0,21.0,10.0
OQ29319061,Male,Loyal Customer,25.0,,Business travel,Business,2501.0,0.0,0.0
JQ22865112,Male,Disloyal Customer,56.0,,Business travel,Business,229.0,0.0,0.0
PD92682840,Female,Loyal Customer,69.0,,Personal Travel,Eco,1726.0,8.0,0.0
GY02909396,Female,Loyal Customer,12.0,AL,Business travel,Business,678.0,0.0,10.0
FA93469669,Male,Loyal Customer,10.0,NJ,Personal Travel,Business,502.0,0.0,0.0
PM31982293,Male,Loyal Customer,23.0,MN,Personal Travel,Eco,1215.0,175.0,180.0
UH56972771,Female,Loyal Customer,52.0,,Business travel,Eco,1020.0,0.0,0.0
GY88897711,Female,Loyal Customer,58.0,,Business travel,Business,689.0,13.0,5.0
TJ93389766,Male,Loyal Customer,41.0,WA,Business travel,Business,3414.0,0.0,0.0
MR19437571,Female,Loyal Customer,45.0,CO,Business travel,Business,550.0,0.0,0.0
CL29577411,Female,Loyal Customer,33.0,OH,Business travel,Business,712.0,0.0,3.0
CJ55018341,Female,Loyal Customer,26.0,PA,Personal Travel,Eco Plus,719.0,15.0,0.0
EB74564114,Female,Loyal Customer,35.0,MA,Personal Travel,Eco,2475.0,0.0,0.0
LB52168250,Female,Loyal Customer,61.0,OH,Business travel,Eco,321.0,0.0,0.0
OV25185240,Female,Loyal Customer,38.0,NM,Business travel,Business,1964.0,25.0,31.0
AE61445953,Female,Loyal Customer,55.0,NJ,Business travel,Business,2979.0,3.0,1.0
AK54682852,Female,Loyal Customer,16.0,VA,Personal Travel,Eco,2306.0,280.0,355.0
FW27335094,Male,Loyal Customer,61.0,GA,Business travel,Business,262.0,30.0,37.0
GX28772276,Female,Loyal Customer,32.0,MD,Business travel,Business,3665.0,1.0,8.0
CF90755456,Female,Loyal Customer,22.0,MO,Business travel,Eco,351.0,0.0,0.0
BU34577199,Male,Loyal Customer,53.0,OH,Business travel,Business,3815.0,0.0,5.0
MR16179557,Male,Loyal Customer,44.0,IN,Personal Travel,Eco,444.0,0.0,0.0
NO33514597,Female,Loyal Customer,59.0,PA,Personal Travel,Eco,561.0,0.0,0.0
AU13181118,Female,Loyal Customer,39.0,,Business travel,Business,2055.0,55.0,52.0
SJ15805512,Male,Loyal Customer,70.0,,Personal Travel,Eco,1050.0,0.0,0.0
XR38090315,Male,Loyal Customer,23.0,,Personal Travel,Eco,1076.0,24.0,42.0
VA40624793,Female,Loyal Customer,63.0,SC,Business travel,Business,3609.0,0.0,0.0
AE51481762,Female,Loyal Customer,68.0,,Personal Travel,Eco,201.0,0.0,0.0
VJ71653631,Male,Loyal Customer,38.0,NH,Business travel,Eco,447.0,6.0,0.0
PY32884640,Female,Loyal Customer,42.0,,Business travel,Business,2698.0,0.0,0.0
SG16552971,Male,Loyal Customer,45.0,MI,Personal Travel,Business,771.0,0.0,0.0
CJ38803045,Male,Loyal Customer,33.0,OH,Personal Travel,Eco,337.0,0.0,0.0
II80900276,Female,Loyal Customer,39.0,,Business travel,Business,550.0,0.0,12.0
BM70057143,Female,Disloyal Customer,23.0,NJ,Business travel,Eco,468.0,7.0,15.0
ON83773457,Male,Disloyal Customer,29.0,,Business travel,Eco,591.0,331.0,341.0
IG51510025,Male,Loyal Customer,59.0,,Business travel,Business,1166.0,34.0,16.0
JD54705103,Female,Loyal Customer,54.0,NJ,Personal Travel,Eco,581.0,0.0,0.0
DO91805454,Male,Loyal Customer,18.0,,Business travel,Business,2018.0,25.0,10.0
JW64771567,Male,Loyal Customer,53.0,,Business travel,Business,201.0,0.0,0.0
VQ29789962,Male,Loyal Customer,56.0,,Personal Travel,Eco,414.0,0.0,0.0
QB67105453,Female,Loyal Customer,68.0,KY,Personal Travel,Eco,1194.0,0.0,0.0
GV13998263,Male,Loyal Customer,66.0,OH,Personal Travel,Eco,247.0,0.0,4.0
BU89008125,Female,Loyal Customer,62.0,MA,Personal Travel,Eco,373.0,0.0,11.0
MH13925660,Male,Loyal Customer,59.0,,Business travel,Business,680.0,75.0,79.0
GP23851947,Male,Loyal Customer,32.0,CT,Business travel,Business,192.0,16.0,12.0
NL37593581,Female,Loyal Customer,42.0,OH,Business travel,Eco,526.0,5.0,0.0
CG74000575,Female,Loyal Customer,39.0,CO,Business travel,Business,2696.0,11.0,28.0
WK13163998,Male,Loyal Customer,33.0,,Business travel,Eco Plus,1144.0,3.0,3.0
IE31761526,Female,Loyal Customer,44.0,,Business travel,Business,868.0,17.0,33.0
SW58735189,Male,Loyal Customer,53.0,,Business travel,Business,588.0,0.0,0.0
EB64262732,Male,Loyal Customer,43.0,,Business travel,Business,1754.0,0.0,2.0
KY47026181,Male,Loyal Customer,50.0,OH,Personal Travel,Eco Plus,337.0,31.0,22.0
TF58905815,Male,Loyal Customer,45.0,HI,Business travel,Business,387.0,0.0,21.0
GN48233578,Male,Loyal Customer,60.0,MN,Personal Travel,Eco,1036.0,4.0,7.0
JX97884995,Male,Loyal Customer,32.0,,Personal Travel,Eco,1021.0,0.0,0.0
PZ38498123,Female,Loyal Customer,75.0,,Business travel,Business,373.0,0.0,0.0
OM06430292,Male,Loyal Customer,21.0,SC,Personal Travel,Eco,270.0,0.0,0.0
VC21887039,Male,Loyal Customer,18.0,NM,Business travel,Business,2835.0,0.0,0.0
NG40180445,Male,Loyal Customer,39.0,,Business travel,Business,630.0,0.0,1.0
RQ08736614,Female,Loyal Customer,50.0,VA,Business travel,Business,1514.0,0.0,0.0
RI33653822,Female,Disloyal Customer,12.0,,Business travel,Eco,1299.0,0.0,0.0
UD33555045,Male,Disloyal Customer,39.0,,Business travel,Business,224.0,9.0,29.0
NL43871442,Female,Loyal Customer,8.0,,Personal Travel,Eco,842.0,0.0,0.0
EL20113009,Female,Disloyal Customer,24.0,,Business travel,Eco,262.0,0.0,0.0
BI58106098,Male,Disloyal Customer,24.0,MO,Business travel,Business,406.0,0.0,0.0
SO82914696,Male,Loyal Customer,49.0,,Business travel,Eco Plus,150.0,123.0,108.0
XB78517124,Female,Loyal Customer,45.0,OH,Personal Travel,Eco,1242.0,0.0,1.0
AL01114188,Male,Loyal Customer,62.0,PA,Business travel,Business,3283.0,50.0,40.0
CK21361190,Female,Loyal Customer,39.0,,Business travel,Business,2684.0,73.0,65.0
OE14338667,Male,Loyal Customer,51.0,PA,Personal Travel,Eco,200.0,13.0,0.0
QZ66946804,Female,Loyal Customer,46.0,MI,Business travel,Eco,794.0,46.0,25.0
SQ27227132,Female,Loyal Customer,53.0,WA,Business travel,Business,366.0,0.0,0.0
EH59317121,Female,Loyal Customer,53.0,,Personal Travel,Eco,110.0,0.0,0.0
FC32762464,Male,Disloyal Customer,45.0,,Business travel,Eco,516.0,0.0,0.0
XY60451739,Female,Loyal Customer,47.0,,Business travel,Business,3318.0,0.0,7.0
DD26418949,Male,Loyal Customer,58.0,,Business travel,Business,563.0,0.0,0.0
HR77076524,Female,Loyal Customer,29.0,,Personal Travel,Eco,73.0,141.0,184.0
EA90961437,Male,Loyal Customer,31.0,LA,Business travel,Business,697.0,0.0,0.0
BI32037348,Male,Loyal Customer,49.0,CT,Business travel,Business,3196.0,6.0,8.0
VB74117683,Female,Loyal Customer,54.0,UT,Business travel,Business,731.0,0.0,0.0
DX55130465,Female,Loyal Customer,8.0,NC,Personal Travel,Eco,1185.0,25.0,16.0
QY18166708,Female,Loyal Customer,37.0,,Personal Travel,Eco,386.0,9.0,12.0
NK82383794,Male,Loyal Customer,32.0,GA,Personal Travel,Eco,589.0,25.0,18.0
NF18937532,Male,Loyal Customer,39.0,,Business travel,Eco Plus,528.0,0.0,0.0
ES46881404,Female,Disloyal Customer,35.0,MI,Business travel,Business,2288.0,0.0,0.0
IS29525567,Male,Loyal Customer,55.0,,Business travel,Business,1597.0,4.0,9.0
NV09047455,Female,Disloyal Customer,80.0,,Business travel,Eco,185.0,16.0,12.0
IL48153877,Male,Loyal Customer,25.0,DC,Business travel,Business,3584.0,14.0,5.0
WO71491994,Female,Loyal Customer,26.0,OH,Business travel,Eco Plus,954.0,0.0,13.0
SE99836553,Female,Disloyal Customer,30.0,,Business travel,Business,2556.0,0.0,1.0
CJ51039598,Male,Loyal Customer,54.0,NC,Business travel,Business,853.0,2.0,9.0
ZO61122322,Male,Loyal Customer,44.0,,Business travel,Business,2436.0,10.0,0.0
SW89232428,Female,Loyal Customer,8.0,NJ,Personal Travel,Eco,557.0,0.0,0.0
LD49767439,Male,Disloyal Customer,63.0,,Business travel,Eco,589.0,0.0,0.0
YA26280706,Male,Loyal Customer,50.0,OH,Business travel,Business,849.0,30.0,16.0
ZQ65448865,Male,Loyal Customer,43.0,,Business travel,Eco,362.0,2.0,0.0
OK37198905,Female,Loyal Customer,57.0,,Business travel,Business,1649.0,31.0,25.0
TB94559303,Female,Loyal Customer,14.0,MI,Personal Travel,Eco Plus,224.0,26.0,22.0
LN84805810,Male,Loyal Customer,69.0,GA,Personal Travel,Eco Plus,651.0,0.0,0.0
HG60184708,Female,Loyal Customer,9.0,CT,Personal Travel,Eco,1121.0,0.0,4.0
VN52618248,Female,Loyal Customer,21.0,,Business travel,Business,3732.0,0.0,0.0
EL04700289,Female,Loyal Customer,10.0,,Personal Travel,Business,323.0,0.0,0.0
ZC57876150,Female,Loyal Customer,31.0,NJ,Business travel,Business,3644.0,0.0,0.0
FK95780353,Male,Disloyal Customer,27.0,,Business travel,Eco,102.0,4.0,6.0
XY60557122,Female,Loyal Customer,64.0,NJ,Personal Travel,Eco,607.0,0.0,0.0
LN57822795,Female,Loyal Customer,44.0,UT,Personal Travel,Eco,2342.0,0.0,9.0
XZ81879822,Female,Loyal Customer,39.0,OH,Business travel,Business,3322.0,0.0,13.0
FX91596842,Male,Loyal Customer,52.0,,Business travel,Business,395.0,10.0,18.0
IN27545911,Male,Loyal Customer,15.0,,Personal Travel,Eco,391.0,5.0,0.0
CB41998583,Male,Loyal Customer,24.0,,Personal Travel,Eco,262.0,99.0,110.0
TP22860472,Female,Loyal Customer,27.0,NJ,Personal Travel,Eco,903.0,0.0,0.0
MK44053123,Male,Loyal Customer,35.0,MI,Personal Travel,Eco,235.0,0.0,0.0
YN18973376,Male,Loyal Customer,59.0,,Business travel,Eco,337.0,9.0,0.0
LB46413600,Female,Disloyal Customer,22.0,MO,Business travel,Eco,528.0,0.0,0.0
OL09934463,Female,Disloyal Customer,22.0,PA,Business travel,Business,1009.0,17.0,10.0
NB44265101,Female,Loyal Customer,68.0,MA,Business travel,Business,119.0,0.0,0.0
WM12675055,Male,Disloyal Customer,26.0,,Business travel,Eco,539.0,11.0,7.0
VA60606711,Male,Loyal Customer,31.0,,Personal Travel,Eco,409.0,31.0,51.0
IU78422232,Female,Loyal Customer,30.0,OH,Business travel,Business,2849.0,20.0,22.0
WI09231457,Female,Disloyal Customer,21.0,,Business travel,Business,280.0,9.0,28.0
YP96915366,Male,Loyal Customer,23.0,,Personal Travel,Eco,224.0,351.0,342.0
QG59153214,Male,Loyal Customer,32.0,,Personal Travel,Business,575.0,1.0,0.0
SC71295153,Female,Loyal Customer,30.0,,Business travel,Eco,2446.0,0.0,3.0
OF66067585,Female,Loyal Customer,66.0,,Personal Travel,Eco,358.0,18.0,11.0
WR74845636,Female,Loyal Customer,47.0,,Business travel,Business,375.0,8.0,0.0
FC03514930,Male,Loyal Customer,46.0,,Personal Travel,Eco Plus,270.0,112.0,115.0
DO86250986,Male,Loyal Customer,57.0,,Business travel,Business,761.0,0.0,0.0
LU79689081,Female,Loyal Customer,25.0,,Business travel,Business,762.0,0.0,0.0
BT51065571,Male,Loyal Customer,43.0,OR,Business travel,Business,2850.0,0.0,0.0
ME90898422,Male,Loyal Customer,44.0,UT,Business travel,Business,1873.0,17.0,10.0
YW71608701,Male,Loyal Customer,42.0,NM,Business travel,Eco,817.0,25.0,21.0
FU57131855,Female,Loyal Customer,45.0,DE,Business travel,Eco,641.0,0.0,0.0
AC78681114,Male,Loyal Customer,36.0,,Personal Travel,Eco,980.0,0.0,0.0
DT98155652,Male,Loyal Customer,15.0,VA,Personal Travel,Eco,1214.0,0.0,0.0
HD78754054,Female,Disloyal Customer,29.0,,Business travel,Eco,101.0,0.0,0.0
EF50119690,Male,Disloyal Customer,23.0,GA,Business travel,Eco,409.0,0.0,7.0
AT55337181,Male,Loyal Customer,46.0,MN,Business travel,Business,594.0,0.0,0.0
QZ69909573,Male,Loyal Customer,44.0,CO,Business travel,Business,631.0,0.0,0.0
BE45800000,Female,Loyal Customer,63.0,,Business travel,Business,532.0,0.0,11.0
AO18550161,Male,Loyal Customer,36.0,,Business travel,Eco,304.0,0.0,13.0
NK22730902,Female,Disloyal Customer,27.0,CT,Business travel,Business,1145.0,3.0,5.0
GD03731094,Male,Loyal Customer,49.0,SC,Business travel,Business,1830.0,0.0,0.0
ZT18325851,Male,Loyal Customer,30.0,NJ,Business travel,Business,1192.0,36.0,39.0
AN80020654,Female,Loyal Customer,58.0,MO,Business travel,Business,3600.0,21.0,23.0
FJ29884747,Male,Loyal Customer,59.0,,Personal Travel,Eco,1916.0,0.0,0.0
EX75694225,Female,Loyal Customer,60.0,MN,Business travel,Business,3416.0,0.0,0.0
DQ87101989,Female,Loyal Customer,13.0,MI,Personal Travel,Eco,503.0,2.0,0.0
QB52990799,Female,Loyal Customer,45.0,WA,Business travel,Business,668.0,14.0,10.0
GC74312461,Female,Loyal Customer,45.0,,Business travel,Business,910.0,0.0,2.0
WM41743189,Female,Disloyal Customer,12.0,OH,Business travel,Eco,895.0,4.0,6.0
OI05572908,Female,Loyal Customer,57.0,,Business travel,Business,2976.0,0.0,12.0
KJ39813443,Female,Loyal Customer,60.0,NV,Business travel,Business,78.0,113.0,105.0
XZ13179436,Male,Loyal Customer,17.0,LA,Personal Travel,Eco,213.0,0.0,3.0
XJ00692095,Female,Loyal Customer,70.0,CO,Personal Travel,Eco,781.0,0.0,0.0
AZ28426467,Female,Disloyal Customer,10.0,OH,Business travel,Eco,731.0,0.0,0.0
IA12365052,Male,Loyal Customer,35.0,VA,Business travel,Business,315.0,38.0,33.0
HZ66944098,Male,Loyal Customer,32.0,,Personal Travel,Eco,1846.0,0.0,0.0
TN93810497,Female,Disloyal Customer,20.0,MO,Business travel,Eco,672.0,3.0,0.0
KN54336297,Female,Loyal Customer,63.0,,Business travel,Business,944.0,0.0,0.0
CN87684863,Male,Loyal Customer,50.0,,Business travel,Business,2784.0,0.0,5.0
ZJ84973576,Female,Loyal Customer,44.0,,Business travel,Business,484.0,0.0,0.0
XE04521516,Female,Disloyal Customer,33.0,,Business travel,Eco,213.0,0.0,0.0
PW16580255,Female,Loyal Customer,31.0,UT,Personal Travel,Eco,416.0,0.0,15.0
TU50048471,Male,Loyal Customer,44.0,NJ,Business travel,Eco,408.0,0.0,0.0
MI95107356,Female,Loyal Customer,38.0,,Business travel,Business,1073.0,5.0,0.0
OX92270999,Female,Loyal Customer,28.0,KS,Business travel,Business,3956.0,19.0,6.0
GW14626211,Female,Loyal Customer,16.0,,Personal Travel,Eco,1995.0,0.0,0.0
TR32963126,Female,Loyal Customer,57.0,SC,Business travel,Business,3433.0,0.0,0.0
YV46548666,Female,Loyal Customer,25.0,,Business travel,Business,2610.0,5.0,12.0
QI29760433,Male,Loyal Customer,38.0,,Personal Travel,Eco,542.0,2.0,1.0
SO58449919,Female,Loyal Customer,45.0,,Personal Travel,Eco Plus,867.0,1.0,6.0
EE26793326,Male,Disloyal Customer,26.0,,Business travel,Business,304.0,0.0,0.0
KJ23401487,Female,Loyal Customer,28.0,NC,Personal Travel,Eco,616.0,0.0,0.0
GJ73077755,Male,Loyal Customer,62.0,OH,Business travel,Business,2798.0,1.0,10.0
VG50806305,Female,Loyal Customer,52.0,OK,Business travel,Business,1400.0,27.0,0.0
MI66399483,Female,Loyal Customer,51.0,CO,Business travel,Business,722.0,120.0,126.0
VL57800503,Male,Loyal Customer,42.0,AL,Business travel,Business,2565.0,1.0,2.0
EV45768974,Male,Loyal Customer,44.0,MI,Business travel,Eco,374.0,19.0,9.0
AC13767269,Male,Disloyal Customer,37.0,,Business travel,Eco,1211.0,0.0,4.0
SW19218450,Female,Loyal Customer,34.0,WA,Personal Travel,Eco Plus,222.0,0.0,0.0
VH79231432,Female,Loyal Customer,42.0,PA,Business travel,Eco Plus,525.0,0.0,0.0
HD69658649,Male,Loyal Customer,44.0,CT,Personal Travel,Eco,545.0,0.0,9.0
BL43032000,Male,Loyal Customer,44.0,MA,Personal Travel,Eco,1188.0,0.0,0.0
XQ99723270,Male,Loyal Customer,52.0,MI,Personal Travel,Eco,223.0,0.0,0.0
KX33461535,Male,Loyal Customer,27.0,,Business travel,Business,1562.0,0.0,0.0
CJ08766361,Male,Loyal Customer,33.0,GA,Business travel,Eco,819.0,0.0,15.0
RT16114361,Male,Loyal Customer,19.0,,Personal Travel,Eco,692.0,0.0,0.0
VV66778895,Male,Loyal Customer,46.0,,Personal Travel,Business,427.0,0.0,0.0
QK89016527,Female,Loyal Customer,31.0,VA,Business travel,Business,1670.0,11.0,2.0
CV24567508,Female,Loyal Customer,68.0,MO,Personal Travel,Eco,2218.0,0.0,0.0
ZU56728205,Female,Loyal Customer,53.0,MA,Personal Travel,Eco,463.0,0.0,0.0
AP79228384,Female,Loyal Customer,47.0,CT,Personal Travel,Eco,1086.0,0.0,0.0
UH55754265,Female,Loyal Customer,49.0,CT,Personal Travel,Eco,722.0,95.0,68.0
YA97743772,Male,Loyal Customer,58.0,,Business travel,Business,1111.0,27.0,13.0
OH85071896,Male,Loyal Customer,23.0,IN,Business travel,Business,1430.0,0.0,30.0
SU82074257,Male,Loyal Customer,59.0,CO,Personal Travel,Eco Plus,270.0,222.0,215.0
XY79109487,Male,Loyal Customer,39.0,NC,Business travel,Business,321.0,9.0,0.0
MR86995118,Female,Loyal Customer,57.0,,Personal Travel,Eco,1197.0,0.0,15.0
EG01411926,Male,Loyal Customer,47.0,,Personal Travel,Eco,696.0,10.0,6.0
EV27730613,Female,Loyal Customer,27.0,MA,Business travel,Business,595.0,0.0,0.0
PW79721210,Female,Disloyal Customer,22.0,PA,Business travel,Business,280.0,0.0,0.0
UV71167440,Male,Loyal Customer,48.0,,Personal Travel,Eco,986.0,0.0,0.0
UN89397637,Male,Loyal Customer,38.0,SD,Business travel,Business,903.0,5.0,0.0
SO88407820,Female,Loyal Customer,50.0,,Business travel,Eco,907.0,0.0,18.0
SC31153519,Female,Loyal Customer,39.0,,Business travel,Business,1661.0,0.0,0.0
AZ15933984,Female,Loyal Customer,23.0,UT,Business travel,Business,1598.0,2.0,0.0
YS11115770,Female,Loyal Customer,53.0,GA,Business travel,Business,247.0,4.0,1.0
HI35117951,Male,Loyal Customer,25.0,,Personal Travel,Eco,1464.0,0.0,0.0
LG57761705,Male,Loyal Customer,51.0,,Business travel,Business,448.0,0.0,0.0
YW09147400,Male,Disloyal Customer,47.0,,Business travel,Eco,187.0,0.0,0.0
AU59999826,Female,Loyal Customer,48.0,,Business travel,Business,566.0,0.0,0.0
YD98620313,Female,Loyal Customer,30.0,MD,Business travel,Business,859.0,0.0,2.0
DM46618637,Female,Loyal Customer,34.0,MO,Business travel,Business,2574.0,0.0,0.0
YE49054225,Female,Disloyal Customer,26.0,OH,Business travel,Business,196.0,17.0,4.0
VD35287946,Female,Loyal Customer,42.0,,Business travel,Business,308.0,0.0,0.0
IE33683405,Female,Disloyal Customer,44.0,OR,Business travel,Business,1303.0,0.0,2.0
BF69351689,Female,Loyal Customer,7.0,,Personal Travel,Eco,2300.0,38.0,14.0
LA28113274,Female,Loyal Customer,56.0,,Personal Travel,Eco,1168.0,0.0,0.0
EX05333948,Male,Loyal Customer,64.0,,Personal Travel,Eco,646.0,0.0,0.0
JM53778682,Male,Loyal Customer,47.0,SC,Business travel,Business,3719.0,5.0,1.0
XQ75276366,Female,Loyal Customer,58.0,,Personal Travel,Eco,297.0,34.0,23.0
DW23673473,Male,Loyal Customer,8.0,MT,Personal Travel,Eco,1117.0,0.0,0.0
NS12802599,Male,Loyal Customer,37.0,,Business travel,Eco,108.0,0.0,0.0
CU00555223,Male,Loyal Customer,31.0,,Business travel,Business,1587.0,0.0,6.0
